Date,Close
,AAPL
2015-01-02,24.261049270629883
2015-01-05,23.57757568359375
2015-01-06,23.57979393005371
2015-01-07,23.91043472290039
2015-01-08,24.829133987426758
2015-01-09,24.855758666992188
2015-01-12,24.243295669555664
2015-01-13,24.458538055419922
2015-01-14,24.36534309387207
2015-01-15,23.70406150817871
2015-01-16,23.51987648010254
2015-01-20,24.12568473815918
2015-01-21,24.30986785888672
2015-01-22,24.942298889160156
2015-01-23,25.07100486755371
2015-01-26,25.097637176513672
2015-01-27,24.218887329101562
2015-01-28,25.58805274963379
2015-01-29,26.384693145751953
2015-01-30,25.998571395874023
2015-02-02,26.32477569580078
2015-02-03,26.3292179107666
2015-02-04,26.531147003173828
2015-02-05,26.720518112182617
2015-02-06,26.495500564575195
2015-02-09,26.671504974365234
2015-02-10,27.18390464782715
2015-02-11,27.821060180664062
2015-02-12,28.17305564880371
2015-02-13,28.311185836791992
2015-02-17,28.478273391723633
2015-02-18,28.676546096801758
2015-02-19,28.616390228271484
2015-02-20,28.85032081604004
2015-02-23,29.63005828857422
2015-02-24,29.445140838623047
2015-02-25,28.692136764526367
2015-02-26,29.055273056030273
2015-02-27,28.618619918823242
2015-03-02,28.758968353271484
2015-03-03,28.819122314453125
2015-03-04,28.636445999145508
2015-03-05,28.16191291809082
2015-03-06,28.204248428344727
2015-03-09,28.324546813964844
2015-03-10,27.738628387451172
2015-03-11,27.232913970947266
2015-03-12,27.725263595581055
2015-03-13,27.533676147460938
2015-03-16,27.836652755737305
2015-03-17,28.302276611328125
2015-03-18,28.620851516723633
2015-03-19,28.404752731323242
2015-03-20,28.04829978942871
2015-03-23,28.340145111083984
2015-03-24,28.224292755126953
2015-03-25,27.486888885498047
2015-03-26,27.67848014831543
2015-03-27,27.457931518554688
2015-03-30,28.15300941467285
2015-03-31,27.720813751220703
2015-04-01,27.68071174621582
2015-04-02,27.919086456298828
2015-04-06,28.371334075927734
2015-04-07,28.072803497314453
2015-04-08,27.98146629333496
2015-04-09,28.19533348083496
2015-04-10,28.31563949584961
2015-04-13,28.259944915771484
2015-04-14,28.137409210205078
2015-04-15,28.24435043334961
2015-04-16,28.10844612121582
2015-04-17,27.792098999023438
2015-04-20,28.427024841308594
2015-04-21,28.273311614990234
2015-04-22,28.65426254272461
2015-04-23,28.8881893157959
2015-04-24,29.024084091186523
2015-04-27,29.552085876464844
2015-04-28,29.086463928222656
2015-04-29,28.658721923828125
2015-04-30,27.88121223449707
2015-05-01,28.727785110473633
2015-05-04,28.672088623046875
2015-05-05,28.026023864746094
2015-05-06,27.850027084350586
2015-05-07,28.02227783203125
2015-05-08,28.55024528503418
2015-05-11,28.25942039489746
2015-05-12,28.158750534057617
2015-05-13,28.1900691986084
2015-05-14,28.847782135009766
2015-05-15,28.807519912719727
2015-05-18,29.12518310546875
2015-05-19,29.09834098815918
2015-05-20,29.09610939025879
2015-05-21,29.39364242553711
2015-05-22,29.650911331176758
2015-05-26,28.997669219970703
2015-05-27,29.5390567779541
2015-05-28,29.48089027404785
2015-05-29,29.145320892333984
2015-06-01,29.20347785949707
2015-06-02,29.07373046875
2015-06-03,29.109525680541992
2015-06-04,28.93950080871582
2015-06-05,28.780672073364258
2015-06-08,28.590517044067383
2015-06-09,28.50550079345703
2015-06-10,28.83212661743164
2015-06-11,28.76724624633789
2015-06-12,28.449583053588867
